channel,title,duration,url,playlist_url,error,downloaded,ext,match,path
TEDx Talks,Et si le métier de DRH était le plus beau métier du monde ? | Florence Guémy | TEDxIssylesMoulineaux,705,https://www.youtube.com/watch?v=T7I0YRB02II,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksEtsilemtierdeDRHtaitleplusbeaumtierdumondeFlorenceGumyTEDxIssylesMoulineaux,T7I0YRB02II.wav
TEDx Talks,Changer l’alimentation avec l’agriculture urbaine | Pascal Hardy | TEDxIssylesMoulineaux,772,https://www.youtube.com/watch?v=axDoJA64ReU,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksChangerlalimentationaveclagricultureurbainePascalHardyTEDxIssylesMoulineaux,axDoJA64ReU.wav
TEDx Talks,La musique comme nous ne l’avons jamais entendue | Géraldine Aliberti | TEDxIssylesMoulineaux,625,https://www.youtube.com/watch?v=RrZ7vVKsfJM,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLamusiquecommenousnelavonsjamaisentendueGraldineAlibertiTEDxIssylesMoulineaux,RrZ7vVKsfJM.wav
TEDx Talks,La méthode Tissage de ruptures urbaines | Frédéric Rousseau | TEDxIssylesMoulineaux,621,https://www.youtube.com/watch?v=DYwq0d-42m0,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLamthodeTissagederupturesurbainesFrdricRousseauTEDxIssylesMoulineaux,DYwq0d-42m0.wav
TEDx Talks,"La musique, un art de vivre dans la cité | Gilles Delebarre | TEDxIssylesMoulineaux",854,https://www.youtube.com/watch?v=RmlE1q2if8g,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLamusiqueunartdevivredanslacitGillesDelebarreTEDxIssylesMoulineaux,RmlE1q2if8g.wav
TEDx Talks,Plan bâtiment durable | Philippe Pelletier | TEDxIssylesMoulineaux,655,https://www.youtube.com/watch?v=SetloziUG4Q,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksPlanbtimentdurablePhilippePelletierTEDxIssylesMoulineaux,SetloziUG4Q.wav
TEDx Talks,"Revenu universel, pour en finir avec la pauvreté | Gaspard Koenig | TEDxIssylesMoulineaux",1026,https://www.youtube.com/watch?v=6GpY1wAkA4k,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksRevenuuniverselpourenfiniraveclapauvretGaspardKoenigTEDxIssylesMoulineaux,6GpY1wAkA4k.wav
TEDx Talks,Vers une Justice justiciable centric ? | Emmanuel Mouclier | TEDxIssylesMoulineaux,846,https://www.youtube.com/watch?v=WE1Ty2LZKYA,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksVersuneJusticejusticiablecentricEmmanuelMouclierTEDxIssylesMoulineaux,WE1Ty2LZKYA.wav
TEDx Talks,L'hôpital qui se moque de la charité | Jean-Noël Fabiani | TEDxIESEGParis,970,https://www.youtube.com/watch?v=uuZsg2_AWNk,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLhpitalquisemoquedelacharitJeanNolFabianiTEDxIESEGParis,uuZsg2_AWNk.wav
TEDx Talks,Promouvoir la Littérature en Afrique | Isabelle Fofana | TEDxAbidjanSalon,747,https://www.youtube.com/watch?v=hXNCq30p5cE,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksPromouvoirlaLittratureenAfriqueIsabelleFofanaTEDxAbidjanSalon,hXNCq30p5cE.wav
TEDx Talks,Croire en sa passion | Edith Brou | TEDxAbidjanSalon,857,https://www.youtube.com/watch?v=0UTQuZ9WeTI,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksCroireensapassionEdithBrouTEDxAbidjanSalon,0UTQuZ9WeTI.wav
TEDx Talks,C'est à nous tous de construire des tremplins ! | Samira Djouadi | TEDxChampsElyseesWomen,919,https://www.youtube.com/watch?v=1V0sM2YprDs,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksCestnoustousdeconstruiredestremplinsSamiraDjouadiTEDxChampsElyseesWomen,1V0sM2YprDs.wav
TEDx Talks,L'égalité sans condition | Rejane Senac | TEDxChampsElyseesWomen,831,https://www.youtube.com/watch?v=x__dZsz9zmY,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLgalitsansconditionRejaneSenacTEDxChampsElyseesWomen,x__dZsz9zmY.wav
TEDx Talks,Le leadership des femmes en europe | Pascale Joannin | TEDxChampsElyseesWomen,992,https://www.youtube.com/watch?v=rcmIir2I6Fo,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLeleadershipdesfemmeseneuropePascaleJoanninTEDxChampsElyseesWomen,rcmIir2I6Fo.wav
TEDx Talks,Eloge de mon Troll | Augustin Trapenard | TEDxChampsElyseesWomen,716,https://www.youtube.com/watch?v=Hi2u3IyXEqQ,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksElogedemonTrollAugustinTrapenardTEDxChampsElyseesWomen,Hi2u3IyXEqQ.wav
TEDx Talks,On est tous égaux face à la douleur. | Sarah Pebereau | TEDxChampsElyseesWomen,760,https://www.youtube.com/watch?v=3p_DbIb8U7k,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksOnesttousgauxfaceladouleurSarahPebereauTEDxChampsElyseesWomen,3p_DbIb8U7k.wav
TEDx Talks,Pourquoi l'infidélité ? | Thérèse Hargot | TEDxChampsElyseesWomen,976,https://www.youtube.com/watch?v=D0ygP02moxc,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksPourquoilinfidlitThrseHargotTEDxChampsElyseesWomen,D0ygP02moxc.wav
TEDx Talks,Vers un féminisme pragmatique | Aude de Thuin | TEDxChampsElyseesWomen,915,https://www.youtube.com/watch?v=KOyOXtt_fX8,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksVersunfminismepragmatiqueAudedeThuinTEDxChampsElyseesWomen,KOyOXtt_fX8.wav
TEDx Talks,Comment je suis devenue féministe freelance | Eloise Bouton | TEDxChampsElyseesWomen,707,https://www.youtube.com/watch?v=UPc_xK2ZSJs,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksCommentjesuisdevenuefministefreelanceEloiseBoutonTEDxChampsElyseesWomen,UPc_xK2ZSJs.wav
TEDx Talks,Où en sont les hommes ? | Marie-Christine Maheas | TEDxChampsElyseesWomen,859,https://www.youtube.com/watch?v=2N1ZpN8Pki8,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksOensontleshommesMarieChristineMaheasTEDxChampsElyseesWomen,2N1ZpN8Pki8.wav
TEDx Talks,"Le féminisme, les hommes, la liberté et moi | Marie Beauchesne | TEDxChampsElyseesWomen",774,https://www.youtube.com/watch?v=TgOeFctWyQw,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLefminismeleshommeslalibertetmoiMarieBeauchesneTEDxChampsElyseesWomen,TgOeFctWyQw.wav
TEDx Talks,Un tour à la plage | Stéphane Latxague | TEDxChampsElyseesSalon,840,https://www.youtube.com/watch?v=JAZQqj5wgtk,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksUntourlaplageStphaneLatxagueTEDxChampsElyseesSalon,JAZQqj5wgtk.wav
TEDx Talks,Intelligence Collective | Vincent Ricordeau | TEDxChampsElyseesSalon,661,https://www.youtube.com/watch?v=NTFbJBzjlts,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksIntelligenceCollectiveVincentRicordeauTEDxChampsElyseesSalon,NTFbJBzjlts.wav
TEDx Talks,La rage de vivre | Bolewa Sabourin | TEDxChampsElyseesSalon,950,https://www.youtube.com/watch?v=pKHs0rqDA7A,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLaragedevivreBolewaSabourinTEDxChampsElyseesSalon,pKHs0rqDA7A.wav
TEDx Talks,Nous | Iannis Roder | TEDxChampsElyseesSalon,760,https://www.youtube.com/watch?v=CQ0sYhbCLVU,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksNousIannisRoderTEDxChampsElyseesSalon,CQ0sYhbCLVU.wav
TEDx Talks,Des incivilités quotidiennes aux civilités du quotidien | Olivier Cueille | TEDxChampsElyseesSalon,691,https://www.youtube.com/watch?v=aZ1LCTB8P1s,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksDesincivilitsquotidiennesauxcivilitsduquotidienOlivierCueilleTEDxChampsElyseesSalon,aZ1LCTB8P1s.wav
TEDx Talks,"Le service civique, une expérience pour la vie | Marie Trellu-Kane | TEDxChampsElyseesSalon",708,https://www.youtube.com/watch?v=n_rPk5r7i3k,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLeserviceciviqueuneexpriencepourlavieMarieTrelluKaneTEDxChampsElyseesSalon,n_rPk5r7i3k.wav
TEDx Talks,Blockchain et confiance | Jérôme Roussin | TEDxChampsElyseesSalon,725,https://www.youtube.com/watch?v=JJxhRIgA7wM,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksBlockchainetconfianceJrmeRoussinTEDxChampsElyseesSalon,JJxhRIgA7wM.wav
TEDx Talks,Que nous apprennent les enfants en crèche ? | Jean-Emmanuel Rodocanachi | TEDxChampsElyseesSalon,882,https://www.youtube.com/watch?v=Yq0Rhsz6xFI,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksQuenousapprennentlesenfantsencrcheJeanEmmanuelRodocanachiTEDxChampsElyseesSalon,Yq0Rhsz6xFI.wav
TEDx Talks,S'entendre dans un monde à voix multiples | Stéphane de Freitas | TEDxChampsElyseesSalon,1057,https://www.youtube.com/watch?v=KMVetzyUMUA,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksSentendredansunmondevoixmultiplesStphanedeFreitasTEDxChampsElyseesSalon,KMVetzyUMUA.wav
TEDx Talks,Le plus loin où je suis allée | Hélène Micheau | TEDxValenciennes,1043,https://www.youtube.com/watch?v=9rCKd2bADjM,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLeplusloinojesuisalleHlneMicheauTEDxValenciennes,9rCKd2bADjM.wav
TEDx Talks,Revenu de base - Ma question apporte-bonheur | Virginie Deleu | TEDxValenciennes,1229,https://www.youtube.com/watch?v=S-0IkH68JPw,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksRevenudebaseMaquestionapportebonheurVirginieDeleuTEDxValenciennes,S-0IkH68JPw.wav
TEDx Talks,"Dépasser ses peurs, c'est oser être soi même | Paul-Henri de Le Rue | TEDxValenciennes",1209,https://www.youtube.com/watch?v=RgPr_lDRHsM,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksDpassersespeurscestosertresoimmePaulHenrideLeRueTEDxValenciennes,RgPr_lDRHsM.wav
TEDx Talks,Le permis d'être soi-même | Bernard Bloch | TEDxLaRochelle,954,https://www.youtube.com/watch?v=O-M97SdUapA,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLepermisdtresoimmeBernardBlochTEDxLaRochelle,O-M97SdUapA.wav
TEDx Talks,"Vieillir, ce n'est pas si grave | Claude Weill | TEDxLaRochelle",888,https://www.youtube.com/watch?v=cgAeN--dhZE,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksVieillircenestpassigraveClaudeWeillTEDxLaRochelle,cgAeN--dhZE.wav
TEDx Talks,"Une transition financière pour la planète, vite | Jérôme CAZES | TEDxClermont",866,https://www.youtube.com/watch?v=CJfY3idP4YM,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,webm,TEDxTalksUnetransitionfinancirepourlaplanteviteJrmeCAZESTEDxClermont,CJfY3idP4YM.wav
TEDx Talks,Apprendre à être soi pour faire société | Valérie Zoydo | TEDxChampsElyseesSalon,1162,https://www.youtube.com/watch?v=r4wd_CdfqRE,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksApprendretresoipourfairesocitValrieZoydoTEDxChampsElyseesSalon,r4wd_CdfqRE.wav
TEDx Talks,Aller vers l'autre sans peur | Latifa Ibn Ziaten | TEDxChampsElyseesSalon,932,https://www.youtube.com/watch?v=NRRpxl7nX0g,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksAllerverslautresanspeurLatifaIbnZiatenTEDxChampsElyseesSalon,NRRpxl7nX0g.wav
TEDx Talks,Une éducation critique aux médias & à l'information | Divina Frau-Meigs | TEDxChampsElyseesSalon,743,https://www.youtube.com/watch?v=YzITOMccf7A,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksUneducationcritiqueauxmdiaslinformationDivinaFrauMeigsTEDxChampsElyseesSalon,YzITOMccf7A.wav
TEDx Talks,Je Suis Un Droitier Contrarié | Fabrice Sabre | TEDxAvignon,885,https://www.youtube.com/watch?v=cre83cWgf2Y,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksJeSuisUnDroitierContrariFabriceSabreTEDxAvignon,cre83cWgf2Y.wav
TEDx Talks,Comment sauver nos enfants de la radicalisation | Nadia Remadna | TEDxAvignon,650,https://www.youtube.com/watch?v=JSSTBBWxX34,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksCommentsauvernosenfantsdelaradicalisationNadiaRemadnaTEDxAvignon,JSSTBBWxX34.wav
TEDx Talks,Étudier le passé avec les technologies du futur | Livio De Luca | TEDxAvignon,1096,https://www.youtube.com/watch?v=WPMmcpCt1Is,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalkstudierlepassaveclestechnologiesdufuturLivioDeLucaTEDxAvignon,WPMmcpCt1Is.wav
TEDx Talks,Les Frères Lumière à Ouro Preto | Double Cadence | TEDxAvignon,903,https://www.youtube.com/watch?v=_RGpby2RAzk,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,webm,TEDxTalksLesFrresLumireOuroPretoDoubleCadenceTEDxAvignon,_RGpby2RAzk.wav
TEDx Talks,Pourquoi soigner le poids…et les apparences? | Patrick Buenos | TEDxAvignon,847,https://www.youtube.com/watch?v=Vw6A1rQb430,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksPourquoisoignerlepoidsetlesapparencesPatrickBuenosTEDxAvignon,Vw6A1rQb430.wav
TEDx Talks,Ce programme vous est présenté en audiodescription | Maryvonne Simoneau - Joërg | TEDxAvignon,1230,https://www.youtube.com/watch?v=LjhIlMwpTPg,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksCeprogrammevousestprsentenaudiodescriptionMaryvonneSimoneauJorgTEDxAvignon,LjhIlMwpTPg.wav
TEDx Talks,Ceux qui réussissent | Nicolas Dolteau | TEDxIESEGParis,1074,https://www.youtube.com/watch?v=IHxAhBkys6E,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksCeuxquirussissentNicolasDolteauTEDxIESEGParis,IHxAhBkys6E.wav
TEDx Talks,DELETE | Thierry Bisch | TEDxLimoges,748,https://www.youtube.com/watch?v=XH7Q34rN1dw,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksDELETEThierryBischTEDxLimoges,XH7Q34rN1dw.wav
TEDx Talks,A resistance tool for climate change | Olivier Papin | TEDxLimoges,664,https://www.youtube.com/watch?v=zlKpoVpo2Q8,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksAresistancetoolforclimatechangeOlivierPapinTEDxLimoges,zlKpoVpo2Q8.wav
TEDx Talks,Pour un design humain | Geoffrey Dorne | TEDxValenciennes,970,https://www.youtube.com/watch?v=RJMEHdE3ilo,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,webm,TEDxTalksPourundesignhumainGeoffreyDorneTEDxValenciennes,RJMEHdE3ilo.wav
TEDx Talks,Comment l'art est impacté par les nouvelles technologies ? | Cyrus North | TEDxValenciennes,880,https://www.youtube.com/watch?v=cs6iaTdu_8g,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,webm,TEDxTalksCommentlartestimpactparlesnouvellestechnologiesCyrusNorthTEDxValenciennes,cs6iaTdu_8g.wav
TEDx Talks,Les antisèches du bonheur | Jonathan Lehmann | TEDxValenciennes,1098,https://www.youtube.com/watch?v=2Utw9OysLP8,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLesantischesdubonheurJonathanLehmannTEDxValenciennes,2Utw9OysLP8.wav
TEDx Talks,L'influence de nos choix | Stefane Laurens | TEDxQuimper,996,https://www.youtube.com/watch?v=87YW8HP7unc,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLinfluencedenoschoixStefaneLaurensTEDxQuimper,87YW8HP7unc.wav
TEDx Talks,La chance d'être différent | Kim Thúy | TEDxPôleMaisonneuve,1031,https://www.youtube.com/watch?v=0sfceWfgivU,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLachancedtrediffrentKimThyTEDxPleMaisonneuve,0sfceWfgivU.wav
TEDx Talks,La ville comme terrain de jeux | Micah Desforges | TEDxPôleMaisonneuve,927,https://www.youtube.com/watch?v=C_iUD8OSvls,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLavillecommeterraindejeuxMicahDesforgesTEDxPleMaisonneuve,C_iUD8OSvls.wav
TEDx Talks,Nous sommes tous une pièce de puzzle | Sylvie Boivin | TEDxPôleMaisonneuve,628,https://www.youtube.com/watch?v=zfYfE6doJ6s,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksNoussommestousunepicedepuzzleSylvieBoivinTEDxPleMaisonneuve,zfYfE6doJ6s.wav
TEDx Talks,De la cécité aux paralympiques : la force de l’autonomie | Nathalie Chartrand | TEDxPôleMaisonneuve,1399,https://www.youtube.com/watch?v=w2EGM0iF6EU,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksDelaccitauxparalympiqueslaforcedelautonomieNathalieChartrandTEDxPleMaisonneuve,w2EGM0iF6EU.wav
TEDx Talks,Comment révolutionner l’industrie du vélo avec 25$ | Xavier Peich | TEDxPôleMaisonneuve,655,https://www.youtube.com/watch?v=HcTlbukQTOw,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksCommentrvolutionnerlindustrieduvloavec25XavierPeichTEDxPleMaisonneuve,HcTlbukQTOw.wav
TEDx Talks,Décolonisons nos relations | Widia Larivière | TEDxPôleMaisonneuve,793,https://www.youtube.com/watch?v=IQTaSl82mNE,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksDcolonisonsnosrelationsWidiaLarivireTEDxPleMaisonneuve,IQTaSl82mNE.wav
TEDx Talks,Les festins imaginaires | Anne Georget | TEDxLaRochelle,1025,https://www.youtube.com/watch?v=qjQmctQPjeI,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLesfestinsimaginairesAnneGeorgetTEDxLaRochelle,qjQmctQPjeI.wav
TEDx Talks,Réinventer sa vie avec la bande dessinée | Armella Leung | TEDxLaRochelle,966,https://www.youtube.com/watch?v=WPWhtW3Qexk,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksRinventersavieaveclabandedessineArmellaLeungTEDxLaRochelle,WPWhtW3Qexk.wav
TEDx Talks,"Dualo, l'instrument de musique du futur | Jules Hotrique | TEDxIESEGParis",963,https://www.youtube.com/watch?v=SByqY4bhWoY,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,webm,TEDxTalksDualolinstrumentdemusiquedufuturJulesHotriqueTEDxIESEGParis,SByqY4bhWoY.wav
TEDx Talks,Comment vivre avec l'économie collaborative a changé nos vies | The Sharing Bros | TEDxIESEGParis,825,https://www.youtube.com/watch?v=5pZ0CEY3L68,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksCommentvivreaveclconomiecollaborativeachangnosviesTheSharingBrosTEDxIESEGParis,5pZ0CEY3L68.wav
TEDx Talks,Croire en ses rêves | Antoine Tremblot | TEDxIESEGParis,969,https://www.youtube.com/watch?v=URPXO1c_hiQ,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksCroireensesrvesAntoineTremblotTEDxIESEGParis,URPXO1c_hiQ.wav
TEDx Talks,Le talent suffit-il pour réussir? | Gérard Louvin | TEDxIESEGParis,923,https://www.youtube.com/watch?v=DqymV0H6a4c,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLetalentsuffitilpourrussirGrardLouvinTEDxIESEGParis,DqymV0H6a4c.wav
TEDx Talks,Tout est possible | Philippe Croizon | TEDxIESEGParis,1616,https://www.youtube.com/watch?v=FhPhatR9fVU,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksToutestpossiblePhilippeCroizonTEDxIESEGParis,FhPhatR9fVU.wav
TEDx Talks,Le pouvoir des side-projects | Pénélope Liot | TEDxIESEGParis,768,https://www.youtube.com/watch?v=e1xbz5qWQEE,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLepouvoirdessideprojectsPnlopeLiotTEDxIESEGParis,e1xbz5qWQEE.wav
TEDx Talks,Du Poids des Maux à la Responsabilité des Idées | Emmanuelle Duez | TEDxMarseille,1137,https://www.youtube.com/watch?v=1oKk4i6aOtU,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksDuPoidsdesMauxlaResponsabilitdesIdesEmmanuelleDuezTEDxMarseille,1oKk4i6aOtU.wav
TEDx Talks,La meilleure façon d'atteindre le sommet | Sophie Lavaud | TEDxIESEGParis,1028,https://www.youtube.com/watch?v=l3DlpaiEiMY,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksLameilleurefaondatteindrelesommetSophieLavaudTEDxIESEGParis,l3DlpaiEiMY.wav
TEDx Talks,Je deviendrai Véloman ! | Yves Hennequin | TEDxSaintBrieuc,902,https://www.youtube.com/watch?v=o_z6nFvfgMk,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksJedeviendraiVlomanYvesHennequinTEDxSaintBrieuc,o_z6nFvfgMk.wav
TEDx Talks,Impromptus sur structures sonores Baschet | Sophie Chénet | TEDxSaintBrieuc,725,https://www.youtube.com/watch?v=z7inlZqkr68,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksImpromptussurstructuressonoresBaschetSophieChnetTEDxSaintBrieuc,z7inlZqkr68.wav
TEDx Talks,A Jihad of Love - The Answer to Terrorism | Mohamed El Bachiri | TEDxHilversum,619,https://www.youtube.com/watch?v=OW28KPPOiok,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksAJihadofLoveTheAnswertoTerrorismMohamedElBachiriTEDxHilversum,OW28KPPOiok.wav
TEDx Talks,A la découverte de notre cerveau | Albert Moukheiber | TEDxLaRochelle,1117,https://www.youtube.com/watch?v=u_soKgjGzrU,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksAladcouvertedenotrecerveauAlbertMoukheiberTEDxLaRochelle,u_soKgjGzrU.wav
TEDx Talks,Tout est possible ! | Julien Moreau | TEDxLaRochelle,838,https://www.youtube.com/watch?v=F3uUCXDwxtw,https://www.youtube.com/playlist?list=PLsRNoUx8w3rOzmp0qoc53u3vYrcFYsvKj,0,0,m4a,TEDxTalksToutestpossibleJulienMoreauTEDxLaRochelle,F3uUCXDwxtw.wav
